comments,sentiment
이런18 연놈들이 다 뒤지게 패부러라,1
못 된년!,1
"효린은 진짜  나쁜년임.<br>어렸을때 아파서 목숨이 위험할정도의 수술했고 사람생명 귀한줄안다는듯이 인생술집 나와서(평소 인터뷰에서도) 말하며  동정사더니,   학폭터지니까 묵인하고 피해자를 나쁘게 몰아가고 진실을 말하는 네티즌들한테는 소문 안퍼트리게 하려고 명 예회손으로 고소한다고 이빨털고. 역겨움. 효린진짜 재수없어",1
방금 상속자들 김우빈 보고왔는데 또 이영상보니까 진짜 치가떨리고 악피가 끓는다..<br>암만 재능좋고 잘생기고 예쁘다하더라도<br>학교폭력 전과갖고있는새끼들은 제발 거르길 바란다 이 ㅆㅂ외모지상주의 한국아,1
언제인간될래 나오지마 연애인아무나하니?? 깡패같은년아<br>등빨도등산만한게 가슴으로밀어붙히고있어 징그럽다,1
효린 그냥 없어저라,1
시발 정떨어진다 효린,1
닭대가리인가보네? 15년전 기억이 안나는거보면  하의실종에 궁뎅이만 흔들줄 알았지,1
나짝 꼬라지들 봐라 <br>학폭가해자들은 <br>영원히 사회적 매장으로 <br>그죄값을 받게 해야한다.,1
이런 인간같지않은 것들은 아오지 탄광으로 보내버려야된다.,1
그냥 니가 호구인것같다,1
졷도아닌걸로 무개념 행동 top3 ㅇㅈㄹ 하면서 영상쳐올리는 꼬라지가 무개념이다,1
아주 조회수 빨아먹을려고 ㅈ발악을 하는구나 개튜브 채널 만든년아 ㅋㅋ,1
쯧쯔 문제이든 말든 구독자 얻을려고 인성이 문제라고 ?!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  이상한 놈이네 ㅋㅋㅋㅋㅋㅋㅋ 니 인성이 문.제.임,1
ㅈㄴ 생각없이 올리넼ㅋㅋㅋ 니가 생각하는게 무조건 맞다고 생각하지말고 알아보고 올려라 ㅋㅋㅋㅋㅋㅋㅋ ㅉㅉ,1
난 이때까지 이수경이란 이딴애가 있는줄도 모름<br>머리에 덩만 가득찬얘같음,1
이런 빻은 영상은 왜올리는가 ㅆㅂ,1
지가좆같으면 다 논란 웅앵웅~,1
3다 처음 보는 년들임,1
별것도 아닌거 가지고 지랄이네,1
별 병신같은 걸로 몰아가네ㅋㅋ,1
아주 지랄을 해라 ㅋㅋ,1
걍 뇌에 든게 없는듯,1
지 좆대로 정해놨노,1
ㅋㅋㅋ;;한지선이 요주의 인물이였구나~ 새파랗게 어린 xx가..,1
두번째는 최악이다 눈치도없고 머리속도 통통빈듯,1
지선아 평생 거지처럼 살아라,1
넌 생각이란 게 있니? 너도 쟤랑 같은 것들이구나,1
여윽시 경기도,1
얼굴만 이쁜 쌍것일세...,1
혜수야 괜찮아.<br>연예인 못하면 어때?<br>룸싸롱 가면 돼지. ㅋㅋㅋㅋ<br>너랑 잘 어울린다 야 ㅋㅋㅋㅋ,1
남을 괴롭히고‥ 자기가 잘되길 바라다니<br>미친거지‥  미친년,1
얼굴은 볼만한데<br>머리가 너무커서 전체적으로 보여주면 난장이같아서 안타까웠었는데.<br>학폭자라니 안스러움이 싹 사라지네,1
못생긴게 인성까지그럼 우째,1
학교다닐때 애들 괴롭히던 ㅈ밥들은 유명해질 생각말고 밑바닥에서 찌그러져 살아라,1
학폭 가해자는 알아서 자살 좀 해라,1
쓰레기들이 땅에묻혀있어도 모자랄판에 대놓고 옌예인하고~운동선수하고~정치하고~ 이번에 전부다 폐기처분하자.,1
"난 일단 폭로같은거 안믿긴 하는데, 일진처럼 생기긴 했다 ㅋㅋ",1
꼬시다 쓰레기들...천성적인거라 반성도무의미한 이기적인 정신병자들...근데..위증으로 거짓으로 만들어 엿먹이는 인간들이있다면 무기징역이나 정신적피해. 미래장력적손실등 초고가의손해배상과 형사입건으로 최소10년형에 살게해야한다. 이건 살인교사 못지않는 죽음으로 자살로 모는것이기에..,1
예쁘면 뭐하냐<br>인성이 개쓰레긴데<br>이런것들은 천벌을 받아서<br>얼굴이 심하게 훼손되서<br>밖에 못나와야된다,1
근데 안 터질거라 생각했나??? 대학가서도 그짓했다며<br>머가리에 뭐 들었노,1
싹퉁머리 없게 생깄네,1
박혜수같은 얼굴도  평범한애가  드라마섭외~~  완전  생 아치계집애   영 원히  매장시켜야  합니다,1
수진 못되보여요<br>영구퇴출,1
연애인..할 년들은 ㅋㅋㅋ 성격 더러워야,1
진달래님 착하게 살지 그랬어요 어떤 농구선수도 진달래님 덕.에.그 농구선수도 중학교땐가?그때 친구들 때려서 난리임.진달래 걍 교도서 가라 ㅉㅉ 내가 진달래 찐팬 이였는데 그 사건 듣고 토가 나오네 하!ㅇㅈ하시는분!?<br>👇<br>👇<br>👇<br>👇<br>👇<br>👇<br>👇<br>👇<br>👇<br>👇<br>👇                       출구,1
교활하고 사악한 X<br>다시 나오기만 해라. ㅈㄴㄷ!!!!!<br>되레 절체절명의 기회앞에서 억울한 피해자인 척하는 게 역겹다.  퉤~~👎,1
학폭깡패가 무대서 노래부르고 실실 쪼개고  악당녀,1
두얼굴가진<br>진달래야<br>무섭다<br>이악마야,1
성형 엄청 했네<br>꼴보기 싫어 영원히 퇴출 시켜라<br>구속해,1
완전 미친개짓하고 살았구만 으이구,1
진달래는 인간 쓰래기다,1
영원히 보지 말자~ 보지야~,1
학폭당하는 사람도 당하는 이유가 있는거지<br>구타유발,1
피해자에게 엎드려 사죄하는 영상도 아니고 저게 뭐하는거냐?시청자가 바보등신이냐?이년아재수없게 왜 쳐울고 그래?잘났다고 남의 인생 짓밟을땐 뭐라도 된냥 으시대면 살았찌만 세상은 죄를 지으면 벌을 받아야 돼.다시 한번 방송에 나오면 가만 안 둘거야.길에서도 마주치지 말자.,1
꼴배기 시러 일진달래,1
저질인간 영원히 지옥에서살아라,1
타고난악녀들 당연한것,1
진달래 아이도 똑같이 학교폭력을 당해보기를  진심으로 바래봅니다!,1
"못된X 같으니라고. 저런X들이 더 당당하게 살아간다는 것이...<br>스스로 깨우치고 사전에 피해자에게 사과 했더라면 지금같은 수모를 안당했을터.<br>타의라도 깨달았으면 성실하게, 자식 잘 키우면서 타의 모범이 되는 가정을 꾸려가길...",1
이 아줌마도 정신이 왓다리갔다리 하는구나..영원히 퇴출이지 무슨 연예계 복귀같은 ㄱ 소리 줴치냐!!,1
코코님 공감입니다  사람의 근성은 안고쳐집니다  영구퇴출이정답입니다 사악하고 가증스런 악녀,1
가증스런 모습에 토나온다!,1
주는거  업시  얄밉게 생김<br>ㅋ  신경질적인 관상<br>어쩐지  날씬하게  얼굴도<br>피 지는게  없는데  왠지<br>정 안가던게 맞아떨어짐<br>목소리도  앙칼짐ㅎㅎ,1
무슨 다시 시작을 하라는건지 이런 사람은 영원히 퇴출이 답이지  악녀중에서도 최고에 악녀네요 거기다 뻔뻔하기까지 평생 자숙하고 피해자들한테 평생 쇠죄하면서 살아야지,1
학폭 교수  조폭 소속사 <br>ㅡ그나물에그밥이다 <br>ㅡ완존 매장이다,1
끔찍한 뻔뻔한 여자 <br>ㅡ반성? ㅎㅎ 너애도 너같은애한테  당하기바란다<br>ㅡ너무 뻔뻔스럽네<br>ㅡ구속 시켜라,1
어쩐지 싸가지 없어보이더라ㅋㅋ오늘 미스트롯에서 우는거보고 진짜 존나 어이없었음ㅠㅋㅋ,1
와 진달래   지금까지  속인거야 이  쓰레기,1
악녀중아녀 죄질이 너무 나쁜다<br>다시는 TV에 나오지 마라 악녀야,1
조용히 꺼져주길,1
소름 끼친다!  악마! 어려도 그 행동은 변치 못한다! 감히  임 영웅님   팔지 마라! 토 나온다! 영원히 보이지말고   죽은듯이  살아라!,1
보기싫은데 왜얼굴이나오는지<br>보기싫어요,1
티비나오는것 자체가 보통년놈들이아니죠ㅋ,1
학폭 수준을 넘긴 범죄행위<br>뻔뻔하고 가증스러워<br>잔인하고 무지막지한 깡패<br>진달래 넌 세상에서 당장 꺼져~~~~~~~,1
소속사 영혼 진달래털고있네   그 끔찍한 과거 무서운 악마 진달래 정신차려 창피한줄 알어,1
"쌍X, 조가튼X, 18X, 아는 욕 모두 모아 진달래님께 고이 즈려 밟아드림.",1
인성 말종 진달래 본명 김은지 그는 자격  없습니다 국민사랑 받을 자격이 미달입니다 인성부터 배워라 진달래,1
다시는 안볼란다 <br>요귀  악마  인간말종<br>쓰레기,1
어쩐지 얼굴 볼때마다 정이 안가더라니<br>퉤 재수 없다<br>영원히 꺼져라!!!!,1
깡패가 가수됐 네. 꼴보기싫어. 사라져라,1
진달래 네 이뇬  썩 물렀거라,1
진달래  영구 아웃이다.<br>다시는  그 더러운 대가리  내 밀지마👹<br>집에서 니자식이나 잘 키워 너처럼 되지말게 👊,1
천지삐가리  다 뜯어 고쳤구나!!!!!!,1
눈ᆞ 코ㆍ 지방흡입 기타등등 티 많이 나는데요 ㅠㅠ,1
아~아~아~  성형수술 이였었구나!!! 허벌라게  뜯어 고쳤구나<br>혹시 거기도~,1
진달레년 완전 괴물,1
안봐도 삼천리야<br>학생때부터<br>인성이 더러웠군<br>싹  바가지없는<br>뇨ㆍㄴ<br>다시는티비에<br>얼굴도 비추지말거라<br>토 나온다,1
어째거나 다시 안보았음 꼴도 보기싫다 가증스럽기짝이 없네 사람아냐 인성이 아주바닥,1
아침마당에 나온모습 떠올리니 구역질나네,1
진달래 나쁜년<br>하재근tv 진달래 충격 . .. . .<br>영상보시면 반성하고 다시 제기하란말 못하실겁니다.<br>영상듣는 내내 욕이 나오던데요,1
졸라웃겨  박범계는 갈매기 조나단파 학생조폭출신은 국회의원에 법무부 장관도 되는대 ㅅㅂ  ㅋㅋㅋ   아이러니하네 진달래가 잘했다는게 아니라 박범계는? ㅋㅋㅋ,1
진달래 얼굴 보면 섬칫하다<br>연예계 퇴출 다시 티비 못나온다<br>못됫×  너무 뻔뻔스럽다,1
사람들이말리면ᆢ안때리고ᆢ장소를바꾸어서ᆢ또때리는ᆢ정말악랄한여자네ᆢ싸이코패스ㅡ그런기질이있군요ㅡ귀가뭉그러지게때리고ㅡ얼굴때리고ㅡ표안나게가슴팍ᆢ거기는급소야ㅡ복부도급소고ᆢ쳐죽이년이네ㅡ,1
븅신 쿨한척하노ㅋㅋㅋㅋㅋ맞는애가 븅신이아니라 때리는놈의 인성이 글러먹은거지 ㅋㅋㅋ<br>너도 앞으로 니인생에서 부당한일 당하면 상대를 용서 하거라^.^ 악인은 없으니까요~? 부당한일 당한 당신이 찐따니깐요?^^<br>저의 비꼬는 댓글에도 화내시면 아니되옵니다~ 나를 용서해보세요^^?? 부들대는 당신은 찐.따.,1
"효린아 너 비틀즈코드에서 동민이형, 주간아이돌에서 형돈이형에게 반말까듯이 ㅈ같이 말한거 보면 어떻게든 좋게 생각하는건 끝났어^^ 이태원클라쓰 장근원이냐? 니가 때려놓고 기억못하게?ㅋㅋ",1
니 혼자 ㅂㄷㅂㄷ 거리는거 개웃기네 딱 봐도 니가 젤 정신 이상한디 니 말투는 목구녕 칼로 ㅈㄴ 조져놓 고싶게 말함 그만 좀 나대고 가서 알바나 혀 ㅉㅉ 거지같은게,1
영비 저 씨발련 뭐라노 보이지 마라,1
와 코로나 쳐먹어서 대갈통이 빠진거냐?,1
생각 ㅈㄴ 짧네,1
가정교육은 니가 받아야지 ㅂㅅ아,1
조병규 아니라고  씨빨 영상 삭제해라,1
조병규랑 김동희 개-새끼들ㅋㅋㅋ 학폭 가해자 새끼들은 알아서 자살이나해라 ㅋㅋㅋ,1
ㅋㅋㅋㅋㅋㅋ 븅시나 이미 먹이를 줬다고 이미 병먹금 안했어 즁신련아 ㅋㅋㅋㅋ,1
ㅂㅅ네이버에쳐보고와라 ㅋㅋㅋㅋㅋㅋㅋ병먹금 하려고 했는데 존나웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
미안한댕 ㅎㅎ 이미 니들은 지랄 했어요^^ ~~ 이제봐서 혼자 ㅈㄹ ㅇㅈㄹ  웃겨 증말,1
ㅋㅋㅋㅋ 사투리 ㅇㅈㄹ 넷상에서 맞춤법 지적 하기전에 @ㅏ가리 닫고 막일이나 하세요~ 풉 그리고 다음부터 3줄 요약 부탁해요 안보여요 ㄴ7,1
지랄하네 ㅋㅋㅋ 그럴일없다,1
으휴 댓글 빠순이들 우르르 몰려와서,1
좆법소년법 있는데 어찌 그때그때해결하나 ㅡㅡ,1
연예인들이란게 말하자면 기생들이란건데 왜 그렇게들 천시했겠냐? 다 이유들이 있지. 티비에 나오는 이미지만 보고 연예인들 좋아하는 인간들보면 좀 덜떨어져보임.,1
말 더럽게 못 쳐 알아듣네 이 영상에서 보도할 때 논란이 있었다 했지 그게 진실이라고 허위사실 유포를 쳐한건 아니잖아,1
ㅂㅅ들 존나게 순수한 그러니까 천재들이 다자살해서 시간이 거꾸로 가지,1
생긴거바라 양아치,1
왠만하면 연예인욕 안하는데 이쓰레기는 진짜 똥물을 맥이고싶네요,1
양아치 쓰레기 새끼 빵으로 보내라,1
얘 부모 면상 좀 보고싶다 교직원들 진짜 한심함,1
지수같은놈음 자살도안해요 덕하게 생겨서.. 눈깔바..독사,1
학교 선생들도 병신이였네요..본인들이 책임지지 못하면 경찰서로 보내지 맨날 피해 감추기 바쁘고..,1
이런 인간을 배우로 쓰다니 애 닥터스 나올때 부터 예사 🐦 낀 아니더만 학폭한 연예인들 나라에서 전수조사 했음 좋겠네 <br>그리고 사람 뽑을 때 엔터들 뒷조사 하고 사람 뽑아라 연예인들이 뭐하냐 뒤가 💩냄새 구린데 잘알못으로 델고 오지마라.청문회 한 번 해야 하는거 아냐 국회에서 연예인들 학폭 관련해서 신상털 해야지.엄청 맞던데 찾아보면 나올거야. 학폭 연예인들 한 둘 도아니고 이참에 뒤집어 엎어야지. 대청소 쫘악 물 한 번 뿌리고 세제 풀어서 빡빡 문질러야 때 가 빠지지 그냥 문지름 🐻팡이가 지워지나<br>덮어봐라 이세상에는 거짓이 없다.옛부터 어른왈 머리검은 짐승은 거두지 말라. 왜? 배신 때리고 사람 죽이니까,1
저 지수란 ㅅㄲ는 학폭 수준이 아니라 범죄에<br>싸이코패스야 완전 개소름이다ㅠㅠ,1
역시 저런 짐승같은 색히들은 짐승같이 다뤄줘야됨 체벌은 금지하는게 맞지만 저런 인간이하쓰레기들은 한데모아다 군화발로 짓밟아야지  똑같이 개같이 대해줘야지,1
지수는쓰레기인성인데어떻게TV에출연했냐.부모도당연히쓰레기겠지..<br>시청자들한테인기얻을생각까지하다니.....나쁜느므시키 !..,1
지금얼굴도 그렇지만 학생때 면상보니 생긴대로 논다더니 완전 개쓰레기<br>양아치네<br>학교 선생들은 뭐했나?<br>부모는 뭐하는사람인가?<br>나원참 어이가없네,1
일진 깡패새끼 진해성놈은 지수 이놈때문에 덮어지나요?<br>해명한마디 없이 계속방송에 나오는 진해성 쓰레기놈도<br>영구 퇴출 시켜야 합니다,1
소름끼침 완전!<br>구속되어야함 <br>영구제명<br>그 자식이면 부모도 알만,1
지수 부모가 짐승,1
저는 저런 눈모양 몹시 싫어<br>하는데 여자들은 저런 눈모양<br>은근 좋아하더군요  ㅋㅋ<br>저런 눈모양 대부분 양아치,1
"지수 - 참 양아치 같이 생겼네 ... 깡패쎄끼는 못되고 ...---아주 약한자 한테는 강하고, 강한자 한테 는 슬슬기는 놈... <br>자존 감이 없는 쓰래기",1
이 사람은 외모보고 쓸 얼굴도 아님 미즈테리함 진짜 저 얼굴이 여자들한테 통함?,1
ㅋㅋ선생이나부모줄빠따때린다에  공감100%   정신못차린인간은 무조건맞아야함,1
쌍둥이 배구뇬들이 큰일했네!<br>다 터트려버릴꼬얌~~~!!!<br>니말이 맞다!<br>잘했다 쌍뇬들아!<br>많이들 죽는구나!,1
아ㅅ.ㅂ얜또누구야... 이런배우가잇엇나,1
인간쓰레기가 연기를 하니 진실성이 나오겠나 말이지,1
범죄자 ㅅㄲ<br>재수없게 생겼어.드러운ㅅㄲ<br>촉법을 없애라.,1
저런 꼴통이 무슨 생각이 있겠어요<br>ㅂㅅ 쌤통이다,1
어떻게생긴놈인가 사진찾아보니 <br>진짜 관상은 과학이네요. 이런개종자들<br>반성절대안하죠 ㅎㅎ 그냥 인격적으로 장애가있는거죠<br>그 장애의정도가 쎄면 유영철 약하면 학폭이라고 봅니다.,1
지수지 죄수지 이개쉑 그드라마 연기 개젓도 아이더만 내가좋아하는 한석진 때매  겨우봤네  뱀눈갈 개자식,1
사과문 올렸던데 뻔뻔하게 배우 계속 하겠다는 건가 피해자가 100억 준대도 용서 안 하겠단다 그냥 연예계 먹칠하지 말고 찌그러져라 욕도 아까운 ㅁㅊㅅㄲ,1
법으로 절대 절대로 해결안됨 삼촌부르던가 칼로 쑤셔버려   소중한 니목숨 지켜라 자살하지말고,1
뭘 피해자와 가해자가 바뀌는 억울한 상황이 생길수 잇대 아니 진짜 일부로 트롤짓하는가임? 병신이냐,1
